ocel:activity,ocel:timestamp,ocel:type:MAT,ocel:type:PLA,ocel:type:PO_ITEM,ocel:type:SO_ITEM,ocel:type:CUSTOMER,ocel:type:SUPPLIER,Stock Before,Stock After,ocel:type:MAT_PLA,ocel:eid,Annual Demand (D_m),Average Daily Demand (d_m),Std Dev of Daily Demand (σ_m),Average Lead Time (l_m),EOQ,Safety Stock (SS),Reorder Point (ROP),OS,CUMCOUNT,INVCUMCOUNT,Current Status,Status Change Happened,Status Change Happened2,Status Change Happened3,Status Change Happened4
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-09-20 00:22:29,['MAT-12'],['Plant5'],,,['CUSTOMER--591492'],,97.0,0.0,['MAT-12_Plant5'],e147_STARTSC,97.0,97.0,9.700000000000001,7.0,44.05,42.22,721.22,86.27,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-09-20 00:22:30,['MAT-12'],['Plant5'],,,['CUSTOMER--591492'],,97.0,0.0,['MAT-12_Plant5'],e147,97.0,97.0,9.700000000000001,7.0,44.05,42.22,721.22,86.27,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
END UNDERSTOCK,2024-09-20 00:22:31,['MAT-12'],['Plant5'],,,['CUSTOMER--591492'],,97.0,0.0,['MAT-12_Plant5'],e147_END,97.0,97.0,9.700000000000001,7.0,44.05,42.22,721.22,86.27,1,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
START UNDERSTOCK,2023-11-23 00:22:49,['MAT-13'],['Plant1'],['PO_ITEM--138-4'],,,['SUPPLIER--29'],0.0,0.0,['MAT-13_Plant1'],e150_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-23 00:22:50,['MAT-13'],['Plant1'],['PO_ITEM--138-4'],,,['SUPPLIER--29'],0.0,0.0,['MAT-13_Plant1'],e150,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
ST CHANGE UNDERSTOCK to OVERSTOCK,2024-06-06 00:23:59,['MAT-13'],['Plant1'],['PO_ITEM--97-2'],,,['SUPPLIER--19'],0.0,60.0,['MAT-13_Plant1'],e157_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
Goods Receipt (Overstock),2024-06-06 00:24:00,['MAT-13'],['Plant1'],['PO_ITEM--97-2'],,,['SUPPLIER--19'],0.0,60.0,['MAT-13_Plant1'],e157,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
END OVERSTOCK,2024-06-06 00:24:01,['MAT-13'],['Plant1'],['PO_ITEM--97-2'],,,['SUPPLIER--19'],0.0,60.0,['MAT-13_Plant1'],e157_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
START UNDERSTOCK,2023-12-28 00:22:59,['MAT-13'],['Plant2'],['PO_ITEM--76-1'],,,['SUPPLIER--13'],0.0,0.0,['MAT-13_Plant2'],e151_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-28 00:23:00,['MAT-13'],['Plant2'],['PO_ITEM--76-1'],,,['SUPPLIER--13'],0.0,0.0,['MAT-13_Plant2'],e151,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-03-26 00:23:30,['MAT-13'],['Plant2'],,['SO_ITEM--7-3'],['CUSTOMER--33'],,0.0,0.0,['MAT-13_Plant2'],e154,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Understock,,,,
Create Sales Order Item (Understock),2024-05-15 00:23:50,['MAT-13'],['Plant2'],,['SO_ITEM--196-1'],['CUSTOMER--26'],,0.0,0.0,['MAT-13_Plant2'],e156,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,,,,
ST CHANGE Understock to Overstock,2024-08-08 00:24:29,['MAT-13'],['Plant2'],['PO_ITEM--114-2'],,,['SUPPLIER--30'],60.0,60.0,['MAT-13_Plant2'],e160_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Order Item (Overstock),2024-08-08 00:24:30,['MAT-13'],['Plant2'],['PO_ITEM--114-2'],,,['SUPPLIER--30'],60.0,60.0,['MAT-13_Plant2'],e160,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-08-08 00:24:31,['MAT-13'],['Plant2'],['PO_ITEM--114-2'],,,['SUPPLIER--30'],60.0,60.0,['MAT-13_Plant2'],e160_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START UNDERSTOCK,2023-11-06 00:22:39,['MAT-13'],['Plant3'],,['SO_ITEM--118-2'],['CUSTOMER--8'],,0.0,0.0,['MAT-13_Plant3'],e149_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-11-06 00:22:40,['MAT-13'],['Plant3'],,['SO_ITEM--118-2'],['CUSTOMER--8'],,0.0,0.0,['MAT-13_Plant3'],e149,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2024-01-28 00:23:10,['MAT-13'],['Plant3'],,['SO_ITEM--5-2'],['CUSTOMER--12'],,0.0,0.0,['MAT-13_Plant3'],e152,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Understock,,,,
Create Purchase Order Item (Understock),2024-03-16 00:23:20,['MAT-13'],['Plant3'],['PO_ITEM--92-1'],,,['SUPPLIER--28'],0.0,0.0,['MAT-13_Plant3'],e153,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,,,,
Create Purchase Order Item (Understock),2024-04-18 00:23:40,['MAT-13'],['Plant3'],['PO_ITEM--120-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-13_Plant3'],e155,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,,
ST CHANGE Understock to Overstock,2024-09-25 00:24:39,['MAT-13'],['Plant3'],,['SO_ITEM--87-2'],['CUSTOMER--17'],,60.0,60.0,['MAT-13_Plant3'],e161_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-09-25 00:24:40,['MAT-13'],['Plant3'],,['SO_ITEM--87-2'],['CUSTOMER--17'],,60.0,60.0,['MAT-13_Plant3'],e161,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
END OVERSTOCK,2024-09-25 00:24:41,['MAT-13'],['Plant3'],,['SO_ITEM--87-2'],['CUSTOMER--17'],,60.0,60.0,['MAT-13_Plant3'],e161_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Overstock,,END OVERSTOCK,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
START OVERSTOCK,2024-06-19 00:24:09,['MAT-13'],['Plant4'],,['SO_ITEM--8-4'],['CUSTOMER--34'],,60.0,60.0,['MAT-13_Plant4'],e158_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Sales Order Item (Overstock),2024-06-19 00:24:10,['MAT-13'],['Plant4'],,['SO_ITEM--8-4'],['CUSTOMER--34'],,60.0,60.0,['MAT-13_Plant4'],e158,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-06-19 00:24:11,['MAT-13'],['Plant4'],,['SO_ITEM--8-4'],['CUSTOMER--34'],,60.0,60.0,['MAT-13_Plant4'],e158_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START OVERSTOCK,2024-07-02 00:24:19,['MAT-13'],['Plant5'],['PO_ITEM--31-4'],,,['SUPPLIER--21'],60.0,60.0,['MAT-13_Plant5'],e159_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
Create Purchase Order Item (Overstock),2024-07-02 00:24:20,['MAT-13'],['Plant5'],['PO_ITEM--31-4'],,,['SUPPLIER--21'],60.0,60.0,['MAT-13_Plant5'],e159,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
END OVERSTOCK,2024-07-02 00:24:21,['MAT-13'],['Plant5'],['PO_ITEM--31-4'],,,['SUPPLIER--21'],60.0,60.0,['MAT-13_Plant5'],e159_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Overstock,START OVERSTOCK,END OVERSTOCK,,
START OVERSTOCK,2023-10-17 00:24:49,['MAT-14'],['Plant1'],,['SO_ITEM--194-1'],['CUSTOMER--5'],,106.0,106.0,['MAT-14_Plant1'],e163_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2023-10-17 00:24:50,['MAT-14'],['Plant1'],,['SO_ITEM--194-1'],['CUSTOMER--5'],,106.0,106.0,['MAT-14_Plant1'],e163,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,3,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-03-13 00:26:20,['MAT-14'],['Plant1'],,['SO_ITEM--84-3'],['CUSTOMER--22'],,43.0,43.0,['MAT-14_Plant1'],e172,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,2,Overstock,,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-04-13 00:26:59,['MAT-14'],['Plant1'],,,['CUSTOMER--125404'],,43.0,0.0,['MAT-14_Plant1'],e176_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-04-13 00:27:00,['MAT-14'],['Plant1'],,,['CUSTOMER--125404'],,43.0,0.0,['MAT-14_Plant1'],e176,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,1,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Create Purchase Suggestion Item (Understock),2024-07-28 00:27:20,['MAT-14'],['Plant1'],,,,,0.0,0.0,['MAT-14_Plant1'],e178,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-07-28 00:27:21,['MAT-14'],['Plant1'],,,,,0.0,0.0,['MAT-14_Plant1'],e178_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-07 00:24:59,['MAT-14'],['Plant2'],['PO_ITEM--135-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-14_Plant2'],e164_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Purchase Order Item (Understock),2023-11-07 00:25:00,['MAT-14'],['Plant2'],['PO_ITEM--135-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-14_Plant2'],e164,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-11-07 00:25:01,['MAT-14'],['Plant2'],['PO_ITEM--135-4'],,,['SUPPLIER--6'],0.0,0.0,['MAT-14_Plant2'],e164_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START OVERSTOCK,2024-04-05 00:26:39,['MAT-14'],['Plant3'],,['SO_ITEM--140-1'],['CUSTOMER--13'],,43.0,43.0,['MAT-14_Plant3'],e174_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-04-05 00:26:40,['MAT-14'],['Plant3'],,['SO_ITEM--140-1'],['CUSTOMER--13'],,43.0,43.0,['MAT-14_Plant3'],e174,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Overstock,START OVERSTOCK,,,
ST CHANGE Overstock to Understock,2024-04-22 00:27:09,['MAT-14'],['Plant3'],,['SO_ITEM--47-1'],['CUSTOMER--2'],,0.0,0.0,['MAT-14_Plant3'],e177_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
Create Sales Order Item (Understock),2024-04-22 00:27:10,['MAT-14'],['Plant3'],,['SO_ITEM--47-1'],['CUSTOMER--2'],,0.0,0.0,['MAT-14_Plant3'],e177,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
END UNDERSTOCK,2024-04-22 00:27:11,['MAT-14'],['Plant3'],,['SO_ITEM--47-1'],['CUSTOMER--2'],,0.0,0.0,['MAT-14_Plant3'],e177_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Understock,,END UNDERSTOCK,ST CHANGE Overstock to Understock,ST CHANGE Overstock to Understock
START OVERSTOCK,2024-01-02 00:25:39,['MAT-14'],['Plant4'],['PO_ITEM--67-1'],,,['SUPPLIER--26'],129.0,129.0,['MAT-14_Plant4'],e168_STARTSC,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,0,4,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2024-01-02 00:25:40,['MAT-14'],['Plant4'],['PO_ITEM--67-1'],,,['SUPPLIER--26'],129.0,129.0,['MAT-14_Plant4'],e168,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,0,4,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2024-01-07 00:25:50,['MAT-14'],['Plant4'],,['SO_ITEM--173-5'],['CUSTOMER--13'],,129.0,129.0,['MAT-14_Plant4'],e169,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,1,3,Overstock,,,,
Create Purchase Order Item (Overstock),2024-01-12 00:26:00,['MAT-14'],['Plant4'],['PO_ITEM--146-1'],,,['SUPPLIER--21'],129.0,129.0,['MAT-14_Plant4'],e170,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,2,2,Overstock,,,,
Create Sales Order Item (Overstock),2024-03-25 00:26:30,['MAT-14'],['Plant4'],,['SO_ITEM--63-2'],['CUSTOMER--49'],,129.0,129.0,['MAT-14_Plant4'],e173,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,3,1,Overstock,,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2024-09-04 00:27:29,['MAT-14'],['Plant4'],,,['CUSTOMER--192021'],,86.0,0.0,['MAT-14_Plant4'],e179_STARTSC,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,4,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2024-09-04 00:27:30,['MAT-14'],['Plant4'],,,['CUSTOMER--192021'],,86.0,0.0,['MAT-14_Plant4'],e179,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,4,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
END UNDERSTOCK,2024-09-04 00:27:31,['MAT-14'],['Plant4'],,,['CUSTOMER--192021'],,86.0,0.0,['MAT-14_Plant4'],e179_END,86.0,86.0,8.6,7.0,41.47,37.43,639.43,78.9,4,0,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,END UNDERSTOCK,ST CHANGE Overstock to Understock,
START OVERSTOCK,2023-12-04 00:25:09,['MAT-14'],['Plant5'],,['SO_ITEM--192-1'],['CUSTOMER--30'],,63.0,63.0,['MAT-14_Plant5'],e165_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Overstock,START OVERSTOCK,,,
Create Sales Order Item (Overstock),2023-12-04 00:25:10,['MAT-14'],['Plant5'],,['SO_ITEM--192-1'],['CUSTOMER--30'],,63.0,63.0,['MAT-14_Plant5'],e165,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,4,Overstock,START OVERSTOCK,,,
Create Purchase Order Item (Overstock),2023-12-19 00:25:20,['MAT-14'],['Plant5'],['PO_ITEM--117-2'],,,['SUPPLIER--20'],63.0,63.0,['MAT-14_Plant5'],e166,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,3,Overstock,,,,
ST CHANGE OVERSTOCK to UNDERSTOCK,2023-12-24 00:25:29,['MAT-14'],['Plant5'],,,['CUSTOMER--347771'],,63.0,0.0,['MAT-14_Plant5'],e167_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Goods Issue (Understock),2023-12-24 00:25:30,['MAT-14'],['Plant5'],,,['CUSTOMER--347771'],,63.0,0.0,['MAT-14_Plant5'],e167,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,2,Understock,ST CHANGE OVERSTOCK to UNDERSTOCK,,ST CHANGE Overstock to Understock,
Create Purchase Order Item (Understock),2024-02-10 00:26:10,['MAT-14'],['Plant5'],['PO_ITEM--25-4'],,,['SUPPLIER--24'],0.0,0.0,['MAT-14_Plant5'],e171,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,3,1,Understock,,,,
Create Purchase Suggestion Item (Understock),2024-04-07 00:26:50,['MAT-14'],['Plant5'],,,,,0.0,0.0,['MAT-14_Plant5'],e175,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
END UNDERSTOCK,2024-04-07 00:26:51,['MAT-14'],['Plant5'],,,,,0.0,0.0,['MAT-14_Plant5'],e175_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,4,0,Understock,,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-07 00:28:09,['MAT-15'],['Plant1'],['PO_ITEM--45-1'],,,['SUPPLIER--15'],0.0,0.0,['MAT-15_Plant1'],e184_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-07 00:28:10,['MAT-15'],['Plant1'],['PO_ITEM--45-1'],,,['SUPPLIER--15'],0.0,0.0,['MAT-15_Plant1'],e184,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,1,Understock,START UNDERSTOCK,,,
ST CHANGE UNDERSTOCK to OVERSTOCK,2023-12-19 00:28:39,['MAT-15'],['Plant1'],['PO_ITEM--126-5'],,,['SUPPLIER--3'],0.0,4.0,['MAT-15_Plant1'],e187_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
Goods Receipt (Overstock),2023-12-19 00:28:40,['MAT-15'],['Plant1'],['PO_ITEM--126-5'],,,['SUPPLIER--3'],0.0,4.0,['MAT-15_Plant1'],e187,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
END OVERSTOCK,2023-12-19 00:28:41,['MAT-15'],['Plant1'],['PO_ITEM--126-5'],,,['SUPPLIER--3'],0.0,4.0,['MAT-15_Plant1'],e187_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,0,Overstock,ST CHANGE UNDERSTOCK to OVERSTOCK,END OVERSTOCK,ST CHANGE Understock to Overstock,
START UNDERSTOCK,2023-10-27 00:27:39,['MAT-15'],['Plant2'],,['SO_ITEM--2-1'],['CUSTOMER--49'],,0.0,0.0,['MAT-15_Plant2'],e181_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
Create Sales Order Item (Understock),2023-10-27 00:27:40,['MAT-15'],['Plant2'],,['SO_ITEM--2-1'],['CUSTOMER--49'],,0.0,0.0,['MAT-15_Plant2'],e181,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
END UNDERSTOCK,2023-10-27 00:27:41,['MAT-15'],['Plant2'],,['SO_ITEM--2-1'],['CUSTOMER--49'],,0.0,0.0,['MAT-15_Plant2'],e181_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,0,Understock,START UNDERSTOCK,END UNDERSTOCK,,
START UNDERSTOCK,2023-11-25 00:28:19,['MAT-15'],['Plant3'],,,,,0.0,0.0,['MAT-15_Plant3'],e185_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Purchase Suggestion Item (Understock),2023-11-25 00:28:20,['MAT-15'],['Plant3'],,,,,0.0,0.0,['MAT-15_Plant3'],e185,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-04-22 00:29:19,['MAT-15'],['Plant3'],,['SO_ITEM--20-2'],['CUSTOMER--1'],,4.0,4.0,['MAT-15_Plant3'],e191_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-04-22 00:29:20,['MAT-15'],['Plant3'],,['SO_ITEM--20-2'],['CUSTOMER--1'],,4.0,4.0,['MAT-15_Plant3'],e191,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-09-03 00:29:50,['MAT-15'],['Plant3'],,['SO_ITEM--83-1'],['CUSTOMER--17'],,4.0,4.0,['MAT-15_Plant3'],e194,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-09-03 00:29:51,['MAT-15'],['Plant3'],,['SO_ITEM--83-1'],['CUSTOMER--17'],,4.0,4.0,['MAT-15_Plant3'],e194_END,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,2,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-11-06 00:27:59,['MAT-15'],['Plant4'],['PO_ITEM--130-4'],,,['SUPPLIER--26'],0.0,0.0,['MAT-15_Plant4'],e183_STARTSC,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,0,5,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-11-06 00:28:00,['MAT-15'],['Plant4'],['PO_ITEM--130-4'],,,['SUPPLIER--26'],0.0,0.0,['MAT-15_Plant4'],e183,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,0,5,Understock,START UNDERSTOCK,,,
Create Purchase Order Item (Understock),2023-12-05 00:28:30,['MAT-15'],['Plant4'],['PO_ITEM--63-2'],,,['SUPPLIER--26'],0.0,0.0,['MAT-15_Plant4'],e186,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,1,4,Understock,,,,
ST CHANGE Understock to Overstock,2024-03-30 00:29:09,['MAT-15'],['Plant4'],,['SO_ITEM--64-1'],['CUSTOMER--4'],,4.0,4.0,['MAT-15_Plant4'],e190_ARTSC,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,2,3,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Sales Order Item (Overstock),2024-03-30 00:29:10,['MAT-15'],['Plant4'],,['SO_ITEM--64-1'],['CUSTOMER--4'],,4.0,4.0,['MAT-15_Plant4'],e190,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,2,3,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
Create Purchase Suggestion Item (Overstock),2024-06-20 00:29:30,['MAT-15'],['Plant4'],,,,,4.0,4.0,['MAT-15_Plant4'],e192,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,3,2,Overstock,,,,
Create Purchase Suggestion Item (Overstock),2024-07-18 00:29:40,['MAT-15'],['Plant4'],,,,,4.0,4.0,['MAT-15_Plant4'],e193,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,4,1,Overstock,,,,
Create Purchase Order Item (Overstock),2024-09-16 00:30:00,['MAT-15'],['Plant4'],['PO_ITEM--51-1'],,,['SUPPLIER--1'],4.0,4.0,['MAT-15_Plant4'],e195,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,5,0,Overstock,,END OVERSTOCK,,
END OVERSTOCK,2024-09-16 00:30:01,['MAT-15'],['Plant4'],['PO_ITEM--51-1'],,,['SUPPLIER--1'],4.0,4.0,['MAT-15_Plant4'],e195_END,0.0,1.0,0.1,258.0,0.0,2.64,260.64,2.64,5,0,Overstock,,END OVERSTOCK,,
START UNDERSTOCK,2023-10-27 00:27:49,['MAT-15'],['Plant5'],,['SO_ITEM--2-2'],['CUSTOMER--49'],,0.0,0.0,['MAT-15_Plant5'],e182_STARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
Create Sales Order Item (Understock),2023-10-27 00:27:50,['MAT-15'],['Plant5'],,['SO_ITEM--2-2'],['CUSTOMER--49'],,0.0,0.0,['MAT-15_Plant5'],e182,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,0,2,Understock,START UNDERSTOCK,,,
ST CHANGE Understock to Overstock,2024-01-25 00:28:49,['MAT-15'],['Plant5'],,['SO_ITEM--137-2'],['CUSTOMER--50'],,4.0,4.0,['MAT-15_Plant5'],e188_ARTSC,0.0,1.0,0.1,7.0,0.0,0.44,7.44,0.44,1,1,Overstock,,,ST CHANGE Understock to Overstock,ST CHANGE Understock to Overstock
